"2025-06-24";"12:04:22";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1231B) ";""
"2025-06-24 07:40:19.062";"2025-06-24";"07:40:19";"SLCS";"";"Light Curve start ";""
"2025-06-24 07:40:20.452";"2025-06-24";"07:40:20";"FO";"1";"7";"7";"0";"-";"-";"-";"-";"-";"7";"7";"-"
"2025-06-24 07:40:21.298";"2025-06-24";"07:40:21";"SLCE";"";"Light Curve end ";""
"2025-06-24 07:41:04.454";"2025-06-24";"07:41:04";"SLCS";"";"Light Curve start ";"429"
"2025-06-24 07:41:04.454";"2025-06-24";"07:41:04";"REG1";"";"#1: alpha: 0.158, ETRm: 13.785, Ik: 87.361   ( beta: 0.000, ETRmPot: 13.831 )   (Platt et al. 1980) ";""
"2025-06-24 07:41:04.454";"2025-06-24";"07:41:04";"REG2";"";"#1: alpha: 0.120, ETRm: 13.429, Ik: 111.937   (Jassby and Platt 1976) ";""
"2025-06-24 07:41:05.863";"2025-06-24";"07:41:05";"FO";"2";"99";"227";"0";"0.564";"0.0";"-";"-";"-";"99";"227";"0.564"
"2025-06-24 07:41:35.851";"2025-06-24";"07:41:35";"F";"3";"100";"172";"25";"0.419";"4.4";"87";"0.847";"0.320";"99";"227";"0.564"
"2025-06-24 07:42:05.842";"2025-06-24";"07:42:05";"F";"4";"103";"153";"45";"0.327";"6.2";"82";"0.704";"0.484";"99";"227";"0.564"
"2025-06-24 07:42:35.822";"2025-06-24";"07:42:35";"F";"5";"106";"143";"65";"0.259";"7.1";"79";"0.578";"0.587";"99";"227";"0.564"
"2025-06-24 07:43:05.818";"2025-06-24";"07:43:05";"F";"6";"104";"133";"90";"0.218";"8.2";"76";"0.509";"0.707";"99";"227";"0.564"
"2025-06-24 07:43:35.804";"2025-06-24";"07:43:35";"F";"7";"105";"129";"125";"0.186";"9.8";"74";"0.436";"0.760";"99";"227";"0.564"
"2025-06-24 07:44:05.788";"2025-06-24";"07:44:05";"F";"8";"107";"127";"190";"0.157";"12.5";"74";"0.377";"0.787";"99";"227";"0.564"
"2025-06-24 07:44:35.784";"2025-06-24";"07:44:35";"F";"9";"107";"121";"285";"0.116";"13.9";"72";"0.286";"0.876";"99";"227";"0.564"
"2025-06-24 07:45:05.769";"2025-06-24";"07:45:05";"F";"10";"110";"119";"420";"0.076";"13.4";"71";"0.188";"0.908";"99";"227";"0.564"
"2025-06-24 07:45:09.372";"2025-06-24";"07:45:09";"SLCE";"";"Light Curve end ";""
"2025-06-24 07:46:05.651";"2025-06-24";"07:46:05";"SLCS";"";"Light Curve start ";"430"
"2025-06-24 07:46:05.651";"2025-06-24";"07:46:05";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.012, ETRmPot: 7.244 )   (Platt et al. 1980) ";""
"2025-06-24 07:46:05.651";"2025-06-24";"07:46:05";"REG2";"";"#1: alpha: 0.110, ETRm: 12.584, Ik: 114.472   (Jassby and Platt 1976) ";""
"2025-06-24 07:46:07.058";"2025-06-24";"07:46:07";"FO";"11";"76";"176";"0";"0.568";"0.0";"-";"-";"-";"76";"176";"0.568"
"2025-06-24 07:46:37.046";"2025-06-24";"07:46:37";"F";"12";"95";"161";"25";"0.410";"4.3";"73";"0.750";"0.093";"76";"176";"0.568"
"2025-06-24 07:47:07.028";"2025-06-24";"07:47:07";"F";"13";"105";"155";"45";"0.323";"6.1";"72";"0.602";"0.135";"76";"176";"0.568"
"2025-06-24 07:47:37.019";"2025-06-24";"07:47:37";"F";"14";"112";"151";"65";"0.258";"7.0";"71";"0.488";"0.166";"76";"176";"0.568"
"2025-06-24 07:48:07.012";"2025-06-24";"07:48:07";"F";"15";"117";"146";"90";"0.199";"7.5";"70";"0.382";"0.205";"76";"176";"0.568"
"2025-06-24 07:48:37.016";"2025-06-24";"07:48:37";"F";"16";"119";"144";"125";"0.174";"9.1";"69";"0.333";"0.222";"76";"176";"0.568"
"2025-06-24 07:49:07.010";"2025-06-24";"07:49:07";"F";"17";"124";"143";"190";"0.133";"10.6";"69";"0.257";"0.231";"76";"176";"0.568"
"2025-06-24 07:49:36.998";"2025-06-24";"07:49:36";"F";"18";"127";"140";"285";"0.093";"11.1";"68";"0.181";"0.257";"76";"176";"0.568"
"2025-06-24 07:50:06.974";"2025-06-24";"07:50:06";"F";"19";"130";"142";"420";"0.085";"15.0";"69";"0.164";"0.239";"76";"176";"0.568"
"2025-06-24 07:50:10.398";"2025-06-24";"07:50:10";"SLCE";"";"Light Curve end ";""
"2025-06-24 07:51:02.516";"2025-06-24";"07:51:02";"SLCS";"";"Light Curve start ";"431"
"2025-06-24 07:51:02.516";"2025-06-24";"07:51:02";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 11.437 )   (Platt et al. 1980) ";""
"2025-06-24 07:51:02.516";"2025-06-24";"07:51:02";"REG2";"";"#1: alpha: 0.145, ETRm: 13.561, Ik: 93.624   (Jassby and Platt 1976) ";""
"2025-06-24 07:51:03.925";"2025-06-24";"07:51:03";"FO";"20";"102";"242";"0";"0.579";"0.0";"-";"-";"-";"102";"242";"0.579"
"2025-06-24 07:51:33.906";"2025-06-24";"07:51:33";"F";"21";"118";"209";"25";"0.435";"4.6";"96";"0.805";"0.158";"102";"242";"0.579"
"2025-06-24 07:52:03.902";"2025-06-24";"07:52:03";"F";"22";"126";"197";"45";"0.360";"6.8";"93";"0.683";"0.228";"102";"242";"0.579"
"2025-06-24 07:52:33.883";"2025-06-24";"07:52:33";"F";"23";"134";"189";"65";"0.291";"7.9";"91";"0.561";"0.280";"102";"242";"0.579"
"2025-06-24 07:53:03.872";"2025-06-24";"07:53:03";"F";"24";"137";"184";"90";"0.255";"9.6";"90";"0.500";"0.315";"102";"242";"0.579"
"2025-06-24 07:53:33.861";"2025-06-24";"07:53:33";"F";"25";"141";"180";"125";"0.217";"11.4";"89";"0.429";"0.344";"102";"242";"0.579"
"2025-06-24 07:54:03.846";"2025-06-24";"07:54:03";"F";"26";"147";"174";"190";"0.155";"12.4";"88";"0.314";"0.391";"102";"242";"0.579"
"2025-06-24 07:54:33.838";"2025-06-24";"07:54:33";"F";"27";"151";"170";"285";"0.112";"13.4";"87";"0.229";"0.424";"102";"242";"0.579"
"2025-06-24 07:55:03.829";"2025-06-24";"07:55:03";"F";"28";"154";"168";"420";"0.083";"14.6";"86";"0.171";"0.440";"102";"242";"0.579"
"2025-06-24 07:55:07.732";"2025-06-24";"07:55:07";"SLCE";"";"Light Curve end ";""
"2025-06-24 07:55:59.082";"2025-06-24";"07:55:59";"SLCS";"";"Light Curve start ";"432"
"2025-06-24 07:55:59.082";"2025-06-24";"07:55:59";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 17.553 )   (Platt et al. 1980) ";""
"2025-06-24 07:55:59.082";"2025-06-24";"07:55:59";"REG2";"";"#1: alpha: 0.164, ETRm: 18.623, Ik: 113.841   (Jassby and Platt 1976) ";""
"2025-06-24 07:56:00.472";"2025-06-24";"07:56:00";"FO";"29";"120";"285";"0";"0.579";"0.0";"-";"-";"-";"120";"285";"0.579"
"2025-06-24 07:56:30.466";"2025-06-24";"07:56:30";"F";"30";"129";"256";"25";"0.496";"5.2";"115";"0.901";"0.113";"120";"285";"0.579"
"2025-06-24 07:57:00.455";"2025-06-24";"07:57:00";"F";"31";"140";"239";"45";"0.414";"7.8";"111";"0.773";"0.192";"120";"285";"0.579"
"2025-06-24 07:57:30.438";"2025-06-24";"07:57:30";"F";"32";"146";"227";"65";"0.357";"9.7";"108";"0.681";"0.256";"120";"285";"0.579"
"2025-06-24 07:58:00.433";"2025-06-24";"07:58:00";"F";"33";"149";"218";"90";"0.317";"12.0";"106";"0.616";"0.307";"120";"285";"0.579"
"2025-06-24 07:58:30.441";"2025-06-24";"07:58:30";"F";"34";"154";"211";"125";"0.270";"14.2";"105";"0.538";"0.351";"120";"285";"0.579"
